uniqueid,dateofbite,species,breed,age,gender,spayneuter,borough,zipcode,year
2039,2020-12-23,DOG,MIXED BREED,1,M,False,Brooklyn,11203,2020
2040,2020-12-13,DOG,MIXED,6,M,False,Brooklyn,11221,2020
2041,2020-12-27,DOG,AMERICAN BULLY,4,M,True,Brooklyn,11210,2020
2042,2020-12-24,DOG,PIT BULL MIX,6,F,True,Brooklyn,11221,2020
2043,2020-12-28,DOG,MIXED BREED,4,M,False,Brooklyn,11207,2020
2044,2020-12-25,DOG,UNKNOWN,,U,False,Brooklyn,11228,2020
2045,2020-12-27,DOG,MIXED,8,M,False,Brooklyn,11208,2020
2046,2020-12-26,DOG,MIXED,3,M,False,Brooklyn,11234,2020
2047,2020-12-31,DOG,Pit Bull,3,M,False,Brooklyn,11207,2020
2048,2020-12-30,DOG,Shih Tzu,,U,False,Brooklyn,11212,2020
2049,2021-01-03,DOG,FRENCH BULL DOG & PIT BULL X,4,F,False,Brooklyn,11210,2021
2050,2020-12-31,DOG,Labrador Retriever Crossbreed,3,M,False,Brooklyn,11231,2020
2051,2021-01-02,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2052,2021-01-05,DOG,Rhodesian Ridgeback,10,M,False,Brooklyn,11222,2021
2053,2020-12-20,DOG,MIXED BREED,4,M,False,Brooklyn,11208,2020
2054,2020-12-23,DOG,"Poodle, Standard",,U,False,Brooklyn,11206,2020
2055,2021-01-01,DOG,MIXED BREED,5,F,False,Brooklyn,11228,2021
2056,2021-01-03,DOG,MIXED,5,M,True,Brooklyn,11232,2021
2057,2021-01-07,DOG,Chihuahua Crossbreed,5,M,False,Brooklyn,11225,2021
2058,2021-01-10,DOG,Beagle,9M,M,False,Brooklyn,11209,2021
2059,2021-01-09,DOG,Pit Bull,,U,False,Brooklyn,0,2021
2060,2021-01-09,DOG,Maltese,6,M,False,Brooklyn,11220,2021
2061,2021-01-09,DOG,MIXED BREED,3,F,True,Brooklyn,11215,2021
2062,2021-01-11,DOG,Shih Tzu,13,M,True,Brooklyn,0,2021
2063,2021-01-09,DOG,MIXED,1,F,True,Brooklyn,11221,2021
2064,2021-01-02,DOG,BASSET HOUND X,12,F,True,Brooklyn,11209,2021
2065,2020-12-30,DOG,Pit Bull,11,M,True,Brooklyn,11224,2020
2066,2021-01-11,DOG,BLUE LACY,8,F,True,Brooklyn,11216,2021
2067,2021-01-12,DOG,SHIH TZU X,5,M,True,Brooklyn,11201,2021
2068,2021-01-13,DOG,MALTIPOO,6,M,True,Brooklyn,11206,2021
2069,2021-01-13,DOG,SHEPHERD / PIT BULL MIX,11,M,True,Brooklyn,11233,2021
2070,2021-01-14,DOG,Pit Bull,2,F,False,Brooklyn,11221,2021
2071,2021-01-15,DOG,Yorkshire Terrier Crossbreed,3,F,False,Brooklyn,11226,2021
2072,2021-01-18,DOG,Bull Terrier,,U,False,Brooklyn,0,2021
2073,2021-01-16,DOG,TERRIER MIX,5,M,True,Brooklyn,11216,2021
2074,2021-01-21,DOG,German Shepherd,1,M,False,Brooklyn,11207,2021
2075,2021-01-24,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2076,2021-01-21,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2077,2021-01-25,DOG,BASSETT MIX,2,M,True,Brooklyn,11238,2021
2078,2020-12-07,DOG,UNKNOWN,,U,False,Brooklyn,0,2020
2079,2021-02-01,DOG,BOXER X,3,F,True,Brooklyn,11222,2021
2080,2021-02-01,DOG,Labrador Retriever Crossbreed,,U,False,Brooklyn,11233,2021
2081,2021-02-01,DOG,Pit Bull,,U,False,Brooklyn,11221,2021
2082,2021-02-01,DOG,SHEPERD,,U,False,Brooklyn,0,2021
2083,2021-02-02,DOG,DOBERMAN/PIT BULL X,8,M,True,Brooklyn,11216,2021
2084,2021-02-02,DOG,MIXED BREED,8,M,True,Brooklyn,11238,2021
2085,2021-02-04,DOG,UNKNOWN,,U,False,Brooklyn,11234,2021
2086,2021-02-05,DOG,UNKNOWN,,U,False,Brooklyn,11211,2021
2087,2021-02-07,DOG,UNKNOWN,,U,False,Brooklyn,11224,2021
2088,2021-02-07,DOG,Pit Bull,,U,False,Brooklyn,0,2021
2089,2021-02-08,DOG,MIXED BREED,7,M,False,Brooklyn,11212,2021
2090,2021-02-07,DOG,MIXED BREED,4,M,False,Brooklyn,11226,2021
2091,2021-02-09,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2092,2021-02-08,DOG,UNKNOWN,2,M,False,Brooklyn,11234,2021
2093,2021-02-05,DOG,Pit Bull,,U,False,Brooklyn,11220,2021
2094,2021-02-09,DOG,Jack Russ,,U,False,Brooklyn,11232,2021
2095,2021-02-10,DOG,UNKNOWN,,U,False,Brooklyn,11234,2021
2096,2021-02-10,DOG,BORDER COLLIE/ LABRADOR X,5,F,True,Brooklyn,11216,2021
2097,2021-01-06,DOG,Pit Bull,4-6MOS,M,False,Brooklyn,11207,2021
2098,2021-02-14,DOG,HUSKY,,U,False,Brooklyn,0,2021
2099,2021-02-12,DOG,MIXED BREED,7,M,False,Brooklyn,11208,2021
2100,2021-02-08,DOG,MIXED,5,M,False,Brooklyn,11212,2021
2101,2018-11-17,DOG,UNKNOWN,,U,False,Brooklyn,11201,2018
2102,2021-02-16,DOG,Pit Bull,,U,False,Brooklyn,11233,2021
2103,2021-02-18,DOG,SHEPERD,,U,False,Brooklyn,11218,2021
2104,2021-02-19,DOG,"Collie, Border",2,F,True,Brooklyn,0,2021
2105,2020-03-25,DOG,Pit Bull,5,M,True,Brooklyn,11238,2020
2106,2021-02-19,DOG,Shiba Inu,5,F,True,Brooklyn,11230,2021
2107,2021-02-18,DOG,Yorkshire Terrier,,M,False,Brooklyn,11215,2021
2108,2021-02-20,DOG,MIXED BREED,6,M,False,Brooklyn,11208,2021
2109,2021-02-17,DOG,UNKNOWN,,U,False,Brooklyn,11215,2021
2110,2021-02-23,DOG,BULLDOG,,U,False,Brooklyn,11228,2021
2111,2021-02-24,DOG,MIXED BREED,2,M,False,Brooklyn,11223,2021
2112,2021-02-24,DOG,MIXED BREED,2,M,False,Brooklyn,11223,2021
2113,2021-02-25,DOG,PIT BULL,,U,False,Brooklyn,11221,2021
2114,2021-02-25,DOG,Pit Bull,,U,False,Brooklyn,11216,2021
2115,2021-02-25,DOG,AUSSIE X,1,M,True,Brooklyn,11211,2021
2116,2021-02-25,DOG,Pit Bull,7,M,False,Brooklyn,11211,2021
2117,2021-02-27,DOG,YORKIE/SHIH TZU X,4,M,False,Brooklyn,11211,2021
2118,2021-02-26,DOG,RETRIEVER X,9,F,True,Brooklyn,11217,2021
2119,2021-03-03,DOG,PIT BULL MIX,,U,False,Brooklyn,11235,2021
2120,2021-03-03,DOG,Pit Bull,,U,False,Brooklyn,11214,2021
2121,2021-03-05,DOG,Labrador Retriever,,U,False,Brooklyn,11205,2021
2122,2021-03-04,DOG,"Bull Dog, English",5,M,False,Brooklyn,11225,2021
2123,2021-03-04,DOG,Pit Bull,,U,False,Brooklyn,11216,2021
2124,2021-03-07,DOG,Rottweiler,,U,False,Brooklyn,11206,2021
2125,2021-03-05,DOG,UNKNOWN,,U,False,Brooklyn,11234,2021
2126,2021-03-05,DOG,Maltese,,U,False,Brooklyn,0,2021
2127,2021-03-09,DOG,UNKNOWN,,U,False,Brooklyn,11201,2021
2128,2021-03-08,DOG,American Pit Bull Terrier/Pit Bull,5,M,True,Brooklyn,11224,2021
2129,2021-03-09,DOG,MIXED,,U,False,Brooklyn,11201,2021
2130,2021-03-10,DOG,Pit Bull,,U,False,Brooklyn,11229,2021
2131,2021-03-10,DOG,MIXED,4,M,False,Brooklyn,11208,2021
2132,2021-03-10,DOG,,,U,False,Brooklyn,11238,2021
2133,2021-03-12,DOG,UNKNOWN,,U,False,Brooklyn,11229,2021
2134,2021-03-13,DOG,UNKNOWN,,U,False,Brooklyn,11236,2021
2135,2021-03-14,DOG,UNKNOWN,,U,False,Brooklyn,11209,2021
2136,2021-03-13,DOG,UNKNOWN,,U,False,Brooklyn,11222,2021
2137,2021-03-14,DOG,"Mastiff, Bull",,U,False,Brooklyn,11214,2021
2138,2021-03-14,DOG,Pit Bull,,U,False,Brooklyn,11236,2021
2139,2021-03-16,DOG,AMERICAN BULLY,1,M,True,Brooklyn,11207,2021
2140,2021-03-14,DOG,HUSKY,,U,False,Brooklyn,0,2021
2141,2021-03-20,DOG,PIT BULL MIX,1,F,True,Brooklyn,0,2021
2142,2021-03-22,DOG,American Staffordshire Terrier,,F,True,Brooklyn,11235,2021
2143,2021-03-23,DOG,Pit Bull,,U,False,Brooklyn,11221,2021
2144,2021-03-18,DOG,POODLE X,9,M,True,Brooklyn,11238,2021
2145,2021-03-22,DOG,Pointer,,U,False,Brooklyn,11222,2021
2146,2021-03-24,DOG,MIXED BREED,8,M,False,Brooklyn,11237,2021
2147,2021-03-23,DOG,HUSKY X,8M,M,True,Brooklyn,11222,2021
2148,2021-03-25,DOG,Pit Bull,6,F,True,Brooklyn,11234,2021
2149,2021-03-26,DOG,MINI AMERICAN HUSKY,3,M,True,Brooklyn,11232,2021
2150,2021-03-26,DOG,UNKNOWN,,U,False,Brooklyn,11226,2021
2151,2021-03-29,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2152,2021-03-30,DOG,UNKNOWN,,U,False,Brooklyn,11222,2021
2153,2021-03-29,DOG,Labrador Retriever Crossbreed,,M,False,Brooklyn,11209,2021
2154,2021-03-31,DOG,BULLY PIT BULL,,U,False,Brooklyn,11224,2021
2155,2021-03-30,DOG,Chihuahua,,U,False,Brooklyn,11201,2021
2156,2021-03-31,DOG,German Shepherd,,U,False,Brooklyn,11234,2021
2157,2021-03-31,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2158,2021-04-01,DOG,Scottish Terrier,6 YRS,F,False,Brooklyn,11217,2021
2159,2021-04-01,DOG,UNKNOWN,,U,False,Brooklyn,11237,2021
2160,2021-03-25,DOG,Scottish Terrier,6,F,False,Brooklyn,11212,2021
2161,2021-04-01,DOG,UNKNOWN,,U,False,Brooklyn,11214,2021
2162,2021-04-01,DOG,Scottish Terrier,6,F,False,Brooklyn,11207,2021
2163,2021-04-02,DOG,UNKNOWN,,U,False,Brooklyn,11223,2021
2164,2021-04-03,DOG,Pit Bull,,F,False,Brooklyn,11208,2021
2165,2021-04-02,DOG,UNKNOWN,,U,False,Brooklyn,11213,2021
2166,2021-04-04,DOG,Siberian Husky,,F,False,Brooklyn,11207,2021
2167,2021-04-05,DOG,"Poodle, Standard",,U,False,Brooklyn,11220,2021
2168,2021-03-31,DOG,MIXED BREED,2,M,False,Brooklyn,11218,2021
2169,2021-04-06,DOG,Great Dane,,U,False,Brooklyn,11238,2021
2170,2021-04-06,DOG,Maltese,,U,False,Brooklyn,11232,2021
2171,2021-04-03,DOG,Golden Retriever,,U,False,Brooklyn,11232,2021
2172,2021-03-29,DOG,German Shepherd,,U,False,Brooklyn,11221,2021
2173,2021-04-07,DOG,Pekingese,,U,False,Brooklyn,11218,2021
2174,2021-04-05,DOG,UNKNOWN,,U,False,Brooklyn,11233,2021
2175,2021-04-08,DOG,Pit Bull,,U,False,Brooklyn,11238,2021
2176,2021-04-08,DOG,Pit Bull,,U,False,Brooklyn,11238,2021
2177,2021-04-08,DOG,Pit Bull,,U,False,Brooklyn,11233,2021
2178,2021-04-08,DOG,UNKNOWN,,U,False,Brooklyn,11208,2021
2179,2021-04-08,DOG,UNKNOWN,,U,False,Brooklyn,11208,2021
2180,2021-04-11,DOG,Portuguese Water Dog,,U,False,Brooklyn,11201,2021
2181,2021-04-13,DOG,TERRIER X,2,F,True,Brooklyn,11216,2021
2182,2021-04-13,DOG,UNKNOWN,,U,False,Brooklyn,11208,2021
2183,2021-04-13,DOG,Pit Bull,,U,False,Brooklyn,11214,2021
2184,2021-04-12,DOG,Chow Chow,,U,False,Brooklyn,11223,2021
2185,2021-04-06,DOG,Pit Bull,,M,False,Brooklyn,11233,2021
2186,2021-04-15,DOG,MIXED BREED,,U,False,Brooklyn,11222,2021
2187,2021-04-14,DOG,"Bull Dog, English",,U,False,Brooklyn,0,2021
2188,2021-04-15,DOG,Pit Bull,,U,False,Brooklyn,0,2021
2189,2021-04-16,DOG,Siberian Husky,,U,False,Brooklyn,11230,2021
2190,2021-04-17,DOG,CATTLE DOG MIX,6,M,True,Brooklyn,11215,2021
2191,2021-04-16,DOG,Pit Bull,,U,False,Brooklyn,11223,2021
2192,2021-04-16,DOG,Labrador Retriever Crossbreed,4,M,True,Brooklyn,11218,2021
2193,2021-04-16,DOG,MIXED BREED,4,F,False,Brooklyn,11208,2021
2194,2021-04-19,DOG,MIXED BREED,11,M,False,Brooklyn,11224,2021
2195,2021-04-16,DOG,Pit Bull,,M,False,Brooklyn,11215,2021
2196,2021-04-02,DOG,Shih Tzu,11,M,True,Brooklyn,11210,2021
2197,2021-04-18,DOG,UNKNOWN,,U,False,Brooklyn,11201,2021
2198,2021-04-16,DOG,AMERICAN BULLY,,F,False,Brooklyn,11206,2021
2199,2021-04-16,DOG,AMERICAN BULLY,,M,False,Brooklyn,11206,2021
2200,2021-04-19,DOG,UNKNOWN,,U,False,Brooklyn,11204,2021
2201,2021-04-20,DOG,SHIBA INU X,10,M,True,Brooklyn,11216,2021
2202,2021-04-21,DOG,Yorkshire Terrier,,U,False,Brooklyn,11209,2021
2203,2021-04-17,DOG,MALTESE MIX,,U,False,Brooklyn,11212,2021
2204,2021-04-20,DOG,Pit Bull,,U,False,Brooklyn,11207,2021
2205,2021-04-21,DOG,Labrador Retriever,,U,False,Brooklyn,0,2021
2206,2021-04-21,DOG,Cane Corso,10M,M,False,Brooklyn,11234,2021
2207,2021-04-21,DOG,Maltese,11,M,True,Brooklyn,11215,2021
2208,2021-04-22,DOG,Chihuahua,,U,False,Brooklyn,11208,2021
2209,2021-04-21,DOG,MIXED,1,M,False,Brooklyn,11212,2021
2210,2021-04-22,DOG,UNKNOWN,,U,False,Brooklyn,11249,2021
2211,2021-04-22,DOG,MIXED,6,M,True,Brooklyn,11208,2021
2212,2021-04-22,DOG,Pit Bull,,U,False,Brooklyn,11206,2021
2213,2021-04-23,DOG,Pit Bull,,F,False,Brooklyn,11216,2021
2214,2021-04-25,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,True,Brooklyn,11218,2021
2215,2021-04-21,DOG,Labradoodle,6,M,True,Brooklyn,11218,2021
2216,2021-04-25,DOG,RAT TERRIER,13,F,True,Brooklyn,11223,2021
2217,2021-04-25,DOG,Pit Bull,,U,False,Brooklyn,11203,2021
2218,2021-04-25,DOG,MIXED BREED,,U,False,Brooklyn,11218,2021
2219,2021-04-24,DOG,Pit Bull,,U,False,Brooklyn,11215,2021
2220,2021-04-24,DOG,"Bull Dog, English",,U,False,Brooklyn,11231,2021
2221,2021-04-27,DOG,Pit Bull,,U,False,Brooklyn,11221,2021
2222,2021-04-27,DOG,Yorkshire Terrier,,U,False,Brooklyn,11211,2021
2223,2021-04-26,DOG,Pit Bull,,F,False,Brooklyn,11238,2021
2224,2021-04-28,DOG,Rottweiler,,U,False,Brooklyn,11211,2021
2225,2019-06-06,DOG,GOLDEN DOODLE,7,M,True,Brooklyn,11201,2019
2226,2021-04-29,DOG,"Poodle, Standard",,U,False,Brooklyn,11207,2021
2227,2021-04-30,DOG,Cane Corso,,U,False,Brooklyn,11207,2021
2228,2021-04-29,DOG,Pit Bull,,U,False,Brooklyn,11205,2021
2229,2021-04-30,DOG,Pit Bull,,U,False,Brooklyn,11233,2021
2230,2021-05-03,DOG,Yorkshire Terrier,9,M,False,Brooklyn,11236,2021
2231,2021-05-03,DOG,Cock-A-Poo,1,M,False,Brooklyn,11226,2021
2232,2021-04-30,DOG,HUSKY,,U,False,Brooklyn,11249,2021
2233,2021-05-05,DOG,AMERICAN BULLY,,U,False,Brooklyn,11233,2021
2234,2021-05-04,DOG,UNKNOWN,,U,False,Brooklyn,11208,2021
2235,2021-05-04,DOG,Beagle,2,M,False,Brooklyn,11221,2021
2236,2021-05-04,DOG,Labrador Retriever,,U,False,Brooklyn,11209,2021
2237,2021-05-06,DOG,MIXED BREED,,U,False,Brooklyn,11201,2021
2238,2021-05-07,DOG,MIXED BREED,6M,F,False,Brooklyn,11226,2021
2239,2021-05-08,DOG,MIXED,,M,False,Brooklyn,11234,2021
2240,2021-05-07,DOG,DACHSUND MIX,4,M,True,Brooklyn,11217,2021
2241,2021-05-08,DOG,American Staffordshire Terrier,11,M,False,Brooklyn,11225,2021
2242,2021-05-09,DOG,Shih Tzu,9,F,False,Brooklyn,11238,2021
2243,2021-05-12,DOG,BULLY PIT BULL X,1,M,False,Brooklyn,11249,2021
2244,2021-05-11,DOG,Chihuahua,,U,False,Brooklyn,11220,2021
2245,2021-05-12,DOG,Pit Bull,,U,False,Brooklyn,11222,2021
2246,2021-05-05,DOG,Pit Bull,,U,False,Brooklyn,11216,2021
2247,2021-05-11,DOG,Pit Bull,,U,False,Brooklyn,11211,2021
2248,2021-05-07,DOG,Labrador Retriever,,U,False,Brooklyn,0,2021
2249,2021-05-12,DOG,Pit Bull,,U,False,Brooklyn,11229,2021
2250,2021-05-15,DOG,SMOOTH COAT COLLIE X,6,M,True,Brooklyn,11225,2021
2251,2021-05-15,DOG,Belgian Malinois,1,F,True,Brooklyn,11249,2021
2252,2021-05-14,DOG,Chihuahua,,U,False,Brooklyn,0,2021
2253,2021-05-17,DOG,UNKNOWN,,U,False,Brooklyn,11213,2021
2254,2021-05-18,DOG,TERRIER,1,F,True,Brooklyn,11225,2021
2255,2021-05-18,DOG,UNKNOWN,,U,False,Brooklyn,11231,2021
2256,2021-05-14,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2257,2021-05-19,DOG,Maltese,,U,False,Brooklyn,11221,2021
2258,2021-05-19,DOG,Chihuahua,,U,False,Brooklyn,11226,2021
2259,2021-05-18,DOG,German Shepherd,,U,False,Brooklyn,0,2021
2260,2021-05-20,DOG,Pit Bull,8,F,False,Brooklyn,11236,2021
2261,2021-05-19,DOG,"Dachshund, Long Haired",1,M,True,Brooklyn,11229,2021
2262,2021-05-20,DOG,"Bull Dog, French",,M,False,Brooklyn,11209,2021
2263,2021-05-21,DOG,Rottweiler,3,M,False,Brooklyn,11222,2021
2264,2021-05-18,DOG,"Bull Dog, French",,M,False,Brooklyn,11209,2021
2265,2021-05-21,DOG,SPANIEL X,11,F,True,Brooklyn,11215,2021
2266,2021-05-23,DOG,WESTIE TERRIER,7,M,True,Brooklyn,11224,2021
2267,2021-05-24,DOG,Shih Tzu,6,F,False,Brooklyn,11211,2021
2268,2021-05-20,DOG,NOVA SCOTIA DUCK TOLLING RETRIEVER,3,M,False,Brooklyn,11213,2021
2269,2021-05-27,DOG,Pit Bull,,U,False,Brooklyn,11229,2021
2270,2021-05-25,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2271,2021-05-01,DOG,AMERICAN PIT/LABRADOR RETRIEVER X,1,M,True,Brooklyn,11205,2021
2272,2021-05-28,DOG,UNKNOWN,,U,False,Brooklyn,11224,2021
2273,2021-05-25,DOG,BRITTANY PIT BULL X,2,M,True,Brooklyn,11233,2021
2274,2021-05-29,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2275,2021-05-28,DOG,MIXED BREED,4,M,False,Brooklyn,11203,2021
2276,2021-05-28,DOG,MIXED BREED,3,M,False,Brooklyn,11203,2021
2277,2021-05-28,DOG,Chihuahua,,U,False,Brooklyn,11220,2021
2278,2021-05-26,DOG,German Shepherd,7,F,True,Brooklyn,11234,2021
2279,2021-06-02,DOG,UNKNOWN,,U,False,Brooklyn,11222,2021
2280,2021-05-28,DOG,Pit Bull,,U,False,Brooklyn,11228,2021
2281,2021-06-03,DOG,Pit Bull,8,M,False,Brooklyn,11203,2021
2282,2021-06-02,DOG,Pit Bull,,U,False,Brooklyn,11206,2021
2283,2021-05-28,DOG,JINDO X,1,M,True,Brooklyn,11211,2021
2284,2021-06-03,DOG,UNKNOWN,,U,False,Brooklyn,11209,2021
2285,2021-06-03,DOG,Shih Tzu,5,M,False,Brooklyn,11222,2021
2286,2021-06-02,DOG,Pomeranian,9,M,False,Brooklyn,11205,2021
2287,2021-05-30,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2288,2021-06-04,DOG,Rottweiler,,U,False,Brooklyn,11235,2021
2289,2021-05-27,DOG,Chow Chow,9,M,True,Brooklyn,11249,2021
2290,2021-06-05,DOG,Pit Bull,4,M,False,Brooklyn,11229,2021
2291,2021-06-04,DOG,MIXED BREED,3,M,False,Brooklyn,11219,2021
2292,2021-06-06,DOG,BORDER COLLIE MIX,4,F,True,Brooklyn,11238,2021
2293,2021-06-04,DOG,Pit Bull,,U,False,Brooklyn,0,2021
2294,2021-06-06,DOG,MIXED,8,M,True,Brooklyn,11215,2021
2295,2021-06-07,DOG,Siberian Husky,,U,False,Brooklyn,11209,2021
2296,2021-06-06,DOG,UNKNOWN,,U,False,Brooklyn,11234,2021
2297,2021-06-08,DOG,Shih Tzu,,U,False,Brooklyn,11226,2021
2298,2021-06-09,DOG,Puggle,6,M,True,Brooklyn,11220,2021
2299,2021-06-09,DOG,SOFT COATED WHEATEN TERRIER,6M,F,False,Brooklyn,11217,2021
2300,2021-06-10,DOG,Pit Bull,,U,False,Brooklyn,11231,2021
2301,2021-06-07,DOG,UNKNOWN,,U,False,Brooklyn,11235,2021
2302,2021-06-09,DOG,UNKNOWN,,U,False,Brooklyn,11222,2021
2303,2021-06-11,DOG,UNKNOWN,3,M,False,Brooklyn,11220,2021
2304,2021-06-11,DOG,UNKNOWN,,U,False,Brooklyn,11211,2021
2305,2021-06-10,DOG,German Shepherd Crossbreed,,U,False,Brooklyn,11215,2021
2306,2021-06-12,DOG,Cocker Spaniel,,U,False,Brooklyn,11220,2021
2307,2021-06-07,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2308,2021-06-11,DOG,Chihuahua,,U,False,Brooklyn,11211,2021
2309,2021-06-13,DOG,"Poodle, Standard",,U,False,Brooklyn,0,2021
2310,2021-06-13,DOG,"Mastiff, Bull",,U,False,Brooklyn,11209,2021
2311,2021-06-07,DOG,MIXED,1,M,False,Brooklyn,11235,2021
2312,2021-06-15,DOG,Yorkshire Terrier,,U,False,Brooklyn,11219,2021
2313,2021-06-14,DOG,Labrador Retriever,,U,False,Brooklyn,11230,2021
2314,2021-06-17,DOG,German Shepherd,2,M,True,Brooklyn,0,2021
2315,2021-06-15,DOG,Yorkshire Terrier,,U,False,Brooklyn,11206,2021
2316,2021-06-15,DOG,Pit Bull,,M,False,Brooklyn,11221,2021
2317,2021-06-15,DOG,Pit Bull,,M,False,Brooklyn,11221,2021
2318,2021-06-17,DOG,MIXED,1,M,True,Brooklyn,11214,2021
2319,2021-06-16,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2320,2021-06-10,DOG,Belgian Malinois,10,F,False,Brooklyn,11213,2021
2321,2021-06-18,DOG,Chihuahua,2,M,False,Brooklyn,11220,2021
2322,2021-06-20,DOG,Labrador Retriever Crossbreed,1,F,True,Brooklyn,0,2021
2323,2021-06-19,DOG,Pit Bull,,U,False,Brooklyn,11211,2021
2324,2021-06-18,DOG,Shih Tzu,,U,False,Brooklyn,11223,2021
2325,2021-06-18,DOG,Pit Bull,,U,False,Brooklyn,11221,2021
2326,2021-06-17,DOG,Shiba Inu,1,M,True,Brooklyn,11249,2021
2327,2021-06-21,DOG,"Poodle, Standard",,U,False,Brooklyn,11234,2021
2328,2021-06-22,DOG,MIXED BREED,,F,False,Brooklyn,11208,2021
2329,2021-06-22,DOG,MIXED BREED,,M,False,Brooklyn,11208,2021
2330,2021-06-22,DOG,MIXED BREED,,F,False,Brooklyn,11208,2021
2331,2021-06-18,DOG,UNKNOWN,7,F,False,Brooklyn,0,2021
2332,2021-06-14,DOG,Rottweiler,,U,False,Brooklyn,11210,2021
2333,2021-06-18,DOG,Chow Chow,,U,False,Brooklyn,11249,2021
2334,2021-06-17,DOG,MIXED BREED,,U,False,Brooklyn,11207,2021
2335,2021-06-22,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2336,2021-06-23,DOG,Pit Bull,,U,False,Brooklyn,11213,2021
2337,2021-06-23,DOG,Pit Bull,,U,False,Brooklyn,11233,2021
2338,2021-06-25,DOG,Rottweiler,,U,False,Brooklyn,11209,2021
2339,2021-06-24,DOG,Pit Bull,,U,False,Brooklyn,11218,2021
2340,2021-06-24,DOG,Boxer,,U,False,Brooklyn,11236,2021
2341,2021-06-02,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2342,2021-06-22,DOG,Pit Bull,,U,False,Brooklyn,11208,2021
2343,2021-06-24,DOG,"Bull Dog, English",,U,False,Brooklyn,0,2021
2344,2021-06-24,DOG,Pit Bull,,U,False,Brooklyn,11238,2021
2345,2021-06-26,DOG,MORKIE,3,F,False,Brooklyn,11210,2021
2346,2021-06-24,DOG,"Cocker Spaniel, American",15,F,True,Brooklyn,11235,2021
2347,2021-06-25,DOG,Pit Bull,6,M,True,Brooklyn,11213,2021
2348,2021-06-21,DOG,Cocker Spaniel,,U,False,Brooklyn,11229,2021
2349,2021-06-29,DOG,Maltese,1,M,False,Brooklyn,11219,2021
2350,2021-06-29,DOG,Cocker Spaniel,,U,False,Brooklyn,0,2021
2351,2021-06-28,DOG,Boxer,,U,False,Brooklyn,11229,2021
2352,2021-06-29,DOG,MIXED,11M,M,False,Brooklyn,11234,2021
2353,2021-06-27,DOG,"Bull Dog, English",,U,False,Brooklyn,11207,2021
2354,2021-06-09,DOG,Pit Bull,,U,False,Brooklyn,0,2021
2355,2021-07-01,DOG,Shih Tzu,,U,False,Brooklyn,11207,2021
2356,2021-07-02,DOG,SHIH TZU X,7,M,True,Brooklyn,11207,2021
2357,2021-07-03,DOG,Pit Bull,,U,True,Brooklyn,11236,2021
2358,2021-07-03,DOG,Pit Bull,,U,False,Brooklyn,11236,2021
2359,2021-07-05,DOG,UNKNOWN,,U,False,Brooklyn,11238,2021
2360,2021-07-01,DOG,MIXED,10M,M,False,Brooklyn,11238,2021
2361,2021-07-04,DOG,MIXED,6,M,False,Brooklyn,11211,2021
2362,2021-07-02,DOG,Rottweiler,,U,False,Brooklyn,0,2021
2363,2021-07-04,DOG,Maltese,10,M,True,Brooklyn,11211,2021
2364,2021-07-06,DOG,MINATURE POODLE X,2,M,True,Brooklyn,11249,2021
2365,2021-07-04,DOG,Pit Bull,,U,False,Brooklyn,11221,2021
2366,2021-07-07,DOG,Bull Terrier,,U,False,Brooklyn,0,2021
2367,2021-07-05,DOG,Labrador Retriever Crossbreed,1,M,True,Brooklyn,11219,2021
2368,2021-07-02,DOG,Cane Corso,4,M,False,Brooklyn,11206,2021
2369,2021-06-30,DOG,MIXED,1,F,False,Brooklyn,0,2021
2370,2021-07-05,DOG,Pit Bull,,U,False,Brooklyn,11225,2021
2371,2021-07-04,DOG,Yorkshire Terrier,,U,False,Brooklyn,11249,2021
2372,2021-07-06,DOG,SHEPHERD MIX,3M,F,True,Brooklyn,11219,2021
2373,2021-07-09,DOG,MIXED BREED,1,M,False,Brooklyn,11234,2021
2374,2021-07-05,DOG,"Cocker Spaniel, American",,U,False,Brooklyn,0,2021
2375,2021-07-11,DOG,Pit Bull,4m,F,False,Brooklyn,11236,2021
2376,2021-07-09,DOG,Pit Bull,11,M,True,Brooklyn,11220,2021
2377,2021-07-10,DOG,"Schnauzer, Giant",,U,False,Brooklyn,11229,2021
2378,2021-07-10,DOG,UNKNOWN,,U,False,Brooklyn,11224,2021
2379,2021-07-12,DOG,UNKNOWN,,U,False,Brooklyn,0,2021
2380,2021-07-14,DOG,Rottweiler,,U,False,Brooklyn,11209,2021
